bloßen,schienbeinen
schienbeinen,spiegelte
spiegelte,das
das,mondlicht.
mondlicht.,besorgnis
besorgnis,im
im,herzen
herzen,suchte
suchte,der
der,vater
vater,sein
sein,lager
lager,auf.
auf.,und
und,er
er,kam
kam,wieder
wieder,nach
nach,einer
einer,stunde
stunde,und
und,kam
kam,wieder
wieder,nach
nach,zweien
zweien,stunden
stunden,blickte
blickte,durchs
durchs,kleine
kleine,fenster
fenster,sah
sah,siddhartha
siddhartha,stehen
stehen,im
im,mond
mond,im
im,sternenschein
sternenschein,in
in,der
der,finsternis.
finsternis.,und
und,kam
kam,wieder
wieder,von
von,stunde
stunde,zu
zu,stunde
stunde,schweigend
schweigend,blickte
blickte,in
in,die
die,kammer
kammer,sah
sah,den
den,unverrückt
unverrückt,stehenden
stehenden,füllte
füllte,sein
sein,herz
herz,mit
mit,zorn
zorn,füllte
füllte,sein
sein,herz
herz,mit
mit,unruhe
unruhe,füllte
füllte,sein
sein,herz
herz,mit
mit,zagen
zagen,füllte
füllte,es
es,mit
mit,leid.
leid.,und
und,in
in,der
der,letzten
letzten,nachtstunde
nachtstunde,ehe
ehe,der
der,tag
tag,begann
begann,kehrte
kehrte,er
er,wieder
wieder,trat
trat,in
in,die
die,kammer
kammer,sah
sah,den
den,jüngling
jüngling,stehen
stehen,der
der,ihm
ihm,groß
groß,und
und,wie
wie,fremd
fremd,erschien.
erschien.,"""siddhartha"
"""siddhartha",sprach
sprach,er
er,"""worauf"
"""worauf",wartest
wartest,du?
du?,"""du"
"""du",weißt
weißt,es.
es.,"""wirst"
"""wirst",du
du,immer
immer,so
so,stehen
stehen,und
und,warten
warten,bis
bis,es
es,tag
tag,wird
wird,mittag
mittag,wird
wird,abend
abend,wird?
wird?,"""ich"
"""ich",werde
werde,stehen
stehen,und
und,warten.
warten.,"""du"
"""du",wirst
wirst,müde
müde,werden
werden,siddhartha.
siddhartha.,"""ich"
"""ich",werde
werde,müde
müde,werden.
werden.,"""du"
"""du",wirst
wirst,einschlafen
einschlafen,siddhartha.
siddhartha.,"""ich"
"""ich",werde
werde,nicht
nicht,einschlafen.
einschlafen.,"""du"
"""du",wirst
wirst,sterben
sterben,siddhartha.
siddhartha.,"""ich"
"""ich",werde
werde,sterben.
sterben.,"""und"
"""und",willst
willst,lieber
lieber,sterben
sterben,als
als,deinem
deinem,vater
vater,gehorchen?
gehorchen?,"""siddhartha"
"""siddhartha",hat
hat,immer
immer,seinem
seinem,vater
vater,gehorcht.
gehorcht.,"""so"
"""so",willst
willst,du
du,dein
dein,vorhaben
vorhaben,aufgeben?
aufgeben?,"""siddhartha"
"""siddhartha",wird
wird,tun
tun,was
was,sein
sein,vater
vater,ihm
ihm,sagen
sagen,wird.
wird.,der
der,erste
erste,schein
schein,des
des,tages
tages,fiel
fiel,in
in,die
die,kammer.
kammer.,der
der,brahmane
brahmane,sah
sah,daß
daß,siddhartha
siddhartha,in
in,den
den,knien
knien,leise
leise,zitterte.
zitterte.,in
in,siddharthas
siddharthas,gesicht
gesicht,sah
sah,er
er,kein
kein,zittern
zittern,fernhin
fernhin,blickten
blickten,die
die,augen.
augen.,da
da,erkannte
erkannte,der
der,vater
vater,daß
daß,siddhartha
siddhartha,schon
schon,jetzt
jetzt,nicht
nicht,mehr
mehr,bei
bei,ihm
ihm,und
und,in
in,der
der,heimat
heimat,weile
weile,daß
daß,er
er,ihn
ihn,schon
schon,jetzt
jetzt,verlassen
verlassen,habe.
habe.,der
der,vater
vater,berührte
berührte,siddharthas
siddharthas,schulter.
schulter.,"""du"
"""du",wirst
wirst,sprach
sprach,er
er,"""in"
"""in",den
den,wald
wald,gehen
gehen,und
und,ein
ein,samana
samana,sein.
sein.,hast
hast,du
du,seligkeit
seligkeit,gefunden
gefunden,im
im,walde
walde,so
so,komm
komm,und
und,lehre
lehre,mich
mich,seligkeit.
seligkeit.,findest
findest,du
du,enttäuschung
enttäuschung,dann
dann,kehre
kehre,wieder
wieder,und
und,laß
laß,uns
uns,wieder
wieder,gemeinsam
gemeinsam,den
den,göttern
göttern,opfern.
opfern.,nun
nun,gehe
gehe,und
und,küsse
küsse,deine
deine,mutter
mutter,sage
sage,ihr
ihr,wohin
wohin,du
du,gehst.
gehst.,für
für,mich
mich,aber
aber,ist
ist,es
es,zeit
zeit,an
an,den
den,fluß
fluß,zu
zu,gehen
gehen,und
und,die
die,erste
erste,waschung
waschung,vorzunehmen.
vorzunehmen.,er
er,nahm
nahm,die
die,hand
hand,von
von,der
der,schulter
schulter,seines
seines,sohnes
sohnes,und
und,ging
ging,hinaus.
hinaus.,siddhartha
siddhartha,schwankte
schwankte,zur
zur,seite
seite,als
als,er
er,zu
zu,gehen
gehen,versuchte.
versuchte.,er
er,bezwang
bezwang,seine
seine,glieder
glieder,verneigte
verneigte,sich
sich,vor
vor,seinem
seinem,vater
vater,und
und,ging
ging,zur
zur,mutter
mutter,um
um,zu
zu,tun
tun,wie
wie,der
der,vater
vater,gesagt
gesagt,hatte.
hatte.,als
als,er
er,im
im,ersten
ersten,tageslicht
tageslicht,langsam
langsam,auf
auf,erstarrten
erstarrten,beinen
beinen,die
die,noch
noch,stille
stille,stadt
stadt,verließ
verließ,erhob
erhob,sich
sich,bei
bei,der
der,letzten
letzten,hütte
hütte,ein
ein,schatten
schatten,der
der,dort
dort,gekauert
gekauert,war
war,und
und,schloß
schloß,sich
sich,an
an,den
den,pilgernden
pilgernden,an--govinda.
an--govinda.,"""du"
"""du",bist
bist,gekommen
gekommen,sagte
sagte,siddhartha
siddhartha,und
und,lächelte.
lächelte.,"""ich"
"""ich",bin
bin,gekommen
gekommen,sagte
sagte,govinda.
govinda.,bei
bei,den
den,samanas
samanas,am
am,abend
abend,dieses
dieses,tages
tages,holten
holten,sie
sie,die
die,asketen
asketen,ein
ein,die
die,dürren
dürren,samanas
samanas,und
und,boten
boten,ihnen
ihnen,begleitschaft
begleitschaft,und
und,gehorsam
gehorsam,an.
an.,sie
sie,wurden
wurden,angenommen.
angenommen.,siddhartha
siddhartha,schenkte
schenkte,sein
sein,gewand
gewand,einem
einem,armen
armen,brahmanen
brahmanen,auf
auf,der
der,straße.
straße.,er
er,trug
trug,nur
nur,noch
noch,die
die,schambinde
schambinde,und
und,den
den,erdfarbenen
erdfarbenen,ungenähten
ungenähten,überwurf.
überwurf.,er
er,aß
aß,nur
nur,einmal
einmal,am
am,tage
tage,und
und,niemals
niemals,gekochtes.
gekochtes.,er
er,fastete
fastete,fünfzehn
fünfzehn,tage.
tage.,er
er,fastete
fastete,acht
acht,und
und,zwanzig
zwanzig,tage.
tage.,das
das,fleisch
fleisch,schwand
schwand,ihm
ihm,von
von,schenkeln
schenkeln,und
und,wangen.
wangen.,heiße
heiße,träume
träume,flackerten
flackerten,aus
aus,seinen
seinen,vergrößerten
vergrößerten,augen
augen,an
an,seinen
seinen,dorrenden
dorrenden,fingern
fingern,wuchsen
wuchsen,lang
lang,die
die,nägel
nägel,und
und,am
am,kinn
kinn,der
der,trockne
trockne,struppige
struppige,bart.
bart.,eisig
eisig,wurde
wurde,sein
sein,blick
blick,wenn
wenn,er
er,weibern
weibern,begegnete;
begegnete;,sein
sein,mund
mund,zuckte
zuckte,verachtung
verachtung,wenn
wenn,er
er,durch
durch,eine
eine,stadt
stadt,mit
mit,schön
schön,gekleideten
gekleideten,menschen
menschen,ging.
ging.,er
er,sah
sah,händler
händler,handeln
handeln,fürsten
fürsten,zur
zur,jagd
jagd,gehen
gehen,leidtragende
leidtragende,ihre
ihre,toten
toten,beweinen
beweinen,huren
huren,sich
sich,anbieten
anbieten,ärzte
ärzte,sich
sich,um
um,kranke
kranke,mühen
mühen,priester
priester,den
den,tag
tag,für
für,die
die,aussaat
aussaat,bestimmen
bestimmen,liebende
liebende,lieben
lieben,mütter
mütter,ihre
ihre,kinder
kinder,stillen--und
stillen--und,alles
alles,war
war,nicht
nicht,den
den,blick
blick,seines
seines,auges
auges,wert
wert,alles
alles,log
log,alles
alles,stank
stank,alles
alles,stank
stank,nach
nach,lüge
lüge,alles
alles,täuschte
täuschte,sinn
sinn,und
und,glück
glück,und
und,schönheit
schönheit,vor
vor,und
und,alles
alles,war
war,uneingestandene
uneingestandene,verwesung.
verwesung.,bitter
bitter,schmeckte
schmeckte,die
die,welt.
welt.,qual
qual,war
war,das
das,leben.
leben.,ein
ein,ziel
ziel,stand
stand,vor
vor,siddhartha
siddhartha,ein
ein,einziges:
einziges:,leer
leer,werden
werden,leer
leer,von
von,durst
durst,leer
leer,von
von,wunsch
wunsch,leer
leer,von
von,traum
traum,leer
leer,von
von,freude
freude,und
und,leid.
leid.,von
von,sich
sich,selbst
selbst,wegsterben
wegsterben,nicht
nicht,mehr
mehr,ich
ich,sein
sein,entleerten
entleerten,herzens
herzens,ruhe
ruhe,zu
zu,finden
finden,im
im,entselbsteten
entselbsteten,denken
denken,dem
dem,wunder
wunder,offen
offen,zu
zu,stehen
stehen,das
das,war
war,sein
sein,ziel.
ziel.,wenn
wenn,alles
alles,ich
ich,überwunden
überwunden,und
und,gestorben
gestorben,war
war,wenn
wenn,jede
jede,sucht
sucht,und
und,jeder
jeder,trieb
trieb,im
im,herzen
herzen,schwieg
schwieg,dann
dann,mußte
mußte,das
das,letzte
letzte,erwachen
erwachen,das
das,innerste
innerste,im
im,wesen
wesen,das
das,nicht
nicht,mehr
mehr,ich
ich,ist
ist,das
das,große
große,geheimnis.
geheimnis.,schweigend
schweigend,stand
stand,siddhartha
siddhartha,im
im,senkrechten
senkrechten,sonnenbrand
sonnenbrand,glühend
glühend,vor
vor,schmerz
schmerz,glühend
glühend,vor
vor,durst
durst,und
und,stand
stand,bis
bis,er
er,nicht
nicht,schmerz
schmerz,noch
noch,durst
durst,mehr
mehr,fühlte.
fühlte.,schweigend
schweigend,stand
stand,er
er,in
in,der
der,regenzeit
regenzeit,aus
aus,seinem
seinem,haare
haare,troff
troff,das
das,wasser
wasser,über
über,frierende
frierende,schultern
schultern,über
über,frierende
frierende,hüften
hüften,und
und,beine
beine,und
und,der
der,büßer
büßer,stand
stand,bis
bis,schultern
schultern,und
und,beine
beine,nicht
nicht,mehr
mehr,froren
froren,bis
bis,sie
sie,schwiegen
schwiegen,bis
bis,sie
sie,still
still,waren.
waren.,schweigend
schweigend,kauerte
kauerte,er
er,im
im,dorngerank
dorngerank,aus
aus,der
der,brennenden
brennenden,haut
haut,tropfte
tropfte,das
das,blut
blut,aus
aus,schwären
schwären,der
der,eiter
eiter,und
und,siddhartha
siddhartha,verweilte
verweilte,starr
starr,verweilte
verweilte,regungslos
regungslos,bis
bis,kein
kein,blut
blut,mehr
mehr,floß
floß,bis
bis,nichts
nichts,mehr
mehr,stach
stach,bis
bis,nichts
nichts,mehr
mehr,brannte.
brannte.,siddhartha
siddhartha,saß
saß,aufrecht
aufrecht,und
und,lernte
lernte,den
den,atem
atem,sparen
sparen,lernte
lernte,mit
mit,wenig
wenig,atem
atem,auskommen
auskommen,lernte
lernte,den
den,atem
atem,abzustellen.
abzustellen.,er
er,lernte
lernte,mit
mit,dem
dem,atem
atem,beginnend
beginnend,seinen
seinen,herzschlag
herzschlag,beruhigen
beruhigen,lernte
lernte,die
die,schläge
schläge,seines
seines,herzens
herzens,vermindern
vermindern,bis
bis,es
es,wenige
wenige,und
und,fast
fast,keine
keine,mehr
mehr,waren.
waren.,vom
vom,ältesten
ältesten,der
der,samanas
samanas,belehrt
belehrt,übte
übte,siddhartha
siddhartha,entselbstung
entselbstung,übte
übte,versenkung
versenkung,nach
nach,neuen
neuen,samanaregeln.
samanaregeln.,ein
ein,reiher
reiher,flog
flog,überm
überm,bambuswald--und
bambuswald--und,siddhartha
siddhartha,nahm
nahm,den
den,reiher
reiher,in
in,seine
seine,seele
seele,auf
auf,flog
flog,über
über,wald
wald,und
und,gebirg
gebirg,war
war,reiher
reiher,fraß
fraß,fische
fische,hungerte
hungerte,reiherhunger
reiherhunger,sprach
sprach,reihergekrächz
reihergekrächz,starb
starb,reihertod.
reihertod.,ein
ein,toter
toter,schakal
schakal,lag
lag,am
am,sandufer
sandufer,und
und,siddharthas
siddharthas,seele
seele,schlüpfte
schlüpfte,in
in,den
den,leichnam
leichnam,hinein
hinein,war
war,toter
toter,schakal
schakal,lag
lag,am
am,strande
strande,blähte
blähte,sich
sich,stank
stank,verweste
verweste,ward
ward,von
von,hyänen
hyänen,zerstückt
zerstückt,ward
ward,von
von,geiern
geiern,enthäutet
enthäutet,ward
ward,gerippe
gerippe,ward
ward,staub
staub,wehte
wehte,ins
ins,gefild.
gefild.,und
und,siddharthas
siddharthas,seele
seele,kehrte
kehrte,zurück
zurück,war
war,gestorben
gestorben,war
war,verwest
verwest,war
war,zerstäubt
zerstäubt,hatte
hatte,den
den,trüben
trüben,rausch
rausch,des
des,kreislaufs
kreislaufs,geschmeckt
geschmeckt,harrte
harrte,in
in,neuem
neuem,durst
durst,wie
wie,ein
ein,jäger
jäger,auf
auf,die
die,lücke
lücke,wo
wo,dem
dem,kreislauf
kreislauf,zu
zu,entrinnen
entrinnen,wäre
wäre,wo
wo,das
das,ende
ende,der
der,ursachen
ursachen,wo
wo,leidlose
leidlose,ewigkeit
ewigkeit,begänne.
begänne.,er
er,tötete
tötete,seine
seine,sinne
sinne,er
er,tötete
tötete,seine
seine,erinnerung
erinnerung,er
er,schlüpfte
schlüpfte,aus
aus,seinem
seinem,ich
ich,in
in,tausend
tausend,fremde
fremde,gestaltungen
gestaltungen,war
war,tier
tier,war
war,aas
aas,war
war,stein
stein,war
war,holz
holz,war
war,wasser
wasser,und
und,fand
fand,sich
sich,jedesmal
jedesmal,erwachend
erwachend,wieder
wieder,sonne
sonne,schien
schien,oder
oder,mond
mond,war
war,wieder
wieder,ich
ich,schwang
schwang,im
im,kreislauf
kreislauf,fühlte
fühlte,durst
durst,überwand
überwand,den
den,durst
durst,fühlte
fühlte,neuen
neuen,durst.
durst.,vieles
vieles,lernte
lernte,siddhartha
siddhartha,bei
bei,den
den,samanas
samanas,viele
viele,wege
wege,vom
vom,ich
ich,hinweg
hinweg,lernte
lernte,er
er,gehen.
gehen.,er
er,ging
ging,den
den,weg
weg,der
der,entselbstung
entselbstung,durch
durch,den
den,schmerz
schmerz,durch
durch,das
das,freiwillige
freiwillige,erleiden
erleiden,und
und,überwinden
überwinden,des
des,schmerzes
schmerzes,des
des,hungers
hungers,des
des,dursts
dursts,der
der,müdigkeit.
müdigkeit.,er
er,ging
ging,den
den,weg
weg,der
der,entselbstung
entselbstung,durch
durch,meditation
meditation,durch
durch,das
das,leerdenken
leerdenken,des
des,sinnes
sinnes,von
von,allen
allen,vorstellungen.
vorstellungen.,diese
diese,und
und,andere
andere,wege
wege,lernte
lernte,er
er,gehen
gehen,tausendmal
tausendmal,verließ
verließ,er
er,sein
sein,ich
ich,stundenlang
stundenlang,und
und,tagelang
tagelang,verharrte
verharrte,er
er,im
im,nicht-ich.
nicht-ich.,aber
aber,ob
ob,auch
auch,die
die,wege
wege,vom
vom,ich
ich,hinwegführten
hinwegführten,ihr
ihr,ende
ende,führte
führte,doch
doch,immer
immer,zum
zum,ich
ich,zurück.
zurück.,ob
ob,siddhartha
siddhartha,tausendmal
tausendmal,dem
dem,ich
ich,entfloh
entfloh,im
im,nichts
nichts,verweilte
verweilte,im
im,tier
tier,im
im,stein
stein,verweilte
verweilte,unvermeidlich
unvermeidlich,war
war,die
die,rückkehr
rückkehr,unentrinnbar
unentrinnbar,die
die,stunde
stunde,da
da,er
er,sich
sich,wiederfand
wiederfand,im
im,sonnenschein
sonnenschein,oder
oder,im
im,mondschein
mondschein,im
im,schatten
schatten,oder
oder,im
im,regen
regen,und
und,wieder
wieder,ich
ich,und
und,siddhartha
siddhartha,war
war,und
und,wieder
wieder,die
die,qual
qual,des
des,auferlegten
auferlegten,kreislaufes
kreislaufes,empfand.
empfand.,neben
neben,ihm
ihm,lebte
lebte,govinda
govinda,sein
sein,schatten
schatten,ging
ging,dieselben
dieselben,wege
wege,unterzog
unterzog,sich
sich,denselben
denselben,bemühungen.
bemühungen.,selten
selten,sprachen
sprachen,sie
sie,anderes
anderes,miteinander
miteinander,als
als,der
der,dienst
dienst,und
und,die
die,übungen
übungen,erforderten.
erforderten.,zuweilen
zuweilen,gingen
gingen,sie
sie,zu
zu,zweien
zweien,durch
durch,die
die,dörfer
dörfer,um
um,nahrung
nahrung,für
für,sich
sich,und
und,ihre
ihre,lehrer
lehrer,zu
zu,betteln.
betteln.,"""wie"
"""wie",denkst
denkst,du
du,govinda
govinda,sprach
sprach,einst
einst,auf
auf,diesem
diesem,bettelgang
bettelgang,siddhartha
siddhartha,"""wie"
"""wie",denkst
denkst,du
du,sind
sind,wir
wir,weiter
weiter,gekommen?
gekommen?,haben
haben,wir
wir,ziele
ziele,erreicht?
erreicht?,antwortete
antwortete,govinda:
govinda:,"""wir"
"""wir",haben
haben,gelernt
gelernt,und
und,wir
wir,lernen
lernen,weiter.
weiter.,du
du,wirst
wirst,ein
ein,großer
großer,samana
samana,sein
sein,siddhartha.
siddhartha.,schnell
schnell,hast
hast,du
du,jede
jede,übung
übung,gelernt
gelernt,oft
oft,haben
haben,die
die,alten
alten,samanas
samanas,dich
dich,bewundert.
bewundert.,du
du,wirst
wirst,einst
einst,ein
ein,heiliger
heiliger,sein
sein,o
o,siddhartha.
siddhartha.,sprach
sprach,siddhartha:
siddhartha:,"""mir"
"""mir",will
will,es
es,nicht
nicht,so
so,erscheinen
erscheinen,mein
mein,freund.
freund.,was
was,ich
ich,bis
bis,zu
zu,diesem
diesem,tage
tage,bei
bei,den
den,samanas
samanas,gelernt
gelernt,habe
habe,das
das,o
o,govinda
govinda,hätte
hätte,ich
ich,schneller
schneller,und
und,einfacher
einfacher,lernen
lernen,können.
können.,in
in,jeder
jeder,kneipe
kneipe,eines
eines,hurenviertels
hurenviertels,mein
mein,freund
freund,unter
unter,den
den,fuhrleuten
fuhrleuten,und
und,würfelspielern
würfelspielern,hätte
hätte,ich
ich,es
es,lernen
lernen,können.
können.,sprach
sprach,govinda:
govinda:,"""siddhartha"
"""siddhartha",macht
macht,sich
sich,einen
einen,scherz
scherz,mit
mit,mir.
mir.,wie
wie,hättest
hättest,du
du,versenkung
versenkung,wie
wie,hättest
hättest,du
du,anhalten
anhalten,des
des,atems
atems,wie
wie,hättest
hättest,du
du,unempfindsamkeit
unempfindsamkeit,gegen
gegen,hunger
hunger,und
und,schmerz
schmerz,dort
dort,bei
bei,jenen
jenen,elenden
elenden,lernen
lernen,sollen?
sollen?,und
und,siddhartha
siddhartha,sagte
sagte,leise
leise,als
als,spräche
spräche,er
er,zu
zu,sich
sich,selber:
selber:,"""was"
"""was",ist
ist,versenkung?
versenkung?,was
was,ist
ist,verlassen
verlassen,des
des,körpers?
körpers?,was
was,ist
ist,fasten?
fasten?,was
was,ist
ist,anhalten
anhalten,des
des,atems?
atems?,es
es,ist
ist,flucht
flucht,vor
vor,dem
dem,ich
ich,es
es,ist
ist,ein
ein,kurzes
kurzes,entrinnen
entrinnen,aus
aus,der
der,qual
qual,des
des,ichseins
ichseins,es
es,ist
ist,eine
eine,kurze
kurze,betäubung
betäubung,gegen
gegen,den
den,schmerz
schmerz,und
und,die
die,unsinnigkeit
unsinnigkeit,des
des,lebens.
lebens.,dieselbe
dieselbe,flucht
flucht,dieselbe
dieselbe,kurze
kurze,betäubung
betäubung,findet
findet,der
der,ochsentreiber
ochsentreiber,in
in,der
der,herberge
herberge,wenn
wenn,er
er,einige
einige,schalen
schalen,reiswein
reiswein,trinkt
trinkt,oder
oder,gegorene
gegorene,kokosmilch.
kokosmilch.,dann
